"Vertical Axis: Average Request Time [ms]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"10.2699999930337","0",""
"20.5390004441142","0",""
"30.7870004558936","0",""
"41.0820003133267","0",""
"51.3719999464229","0",""
"61.6600004956126","0",""
"71.9480004161596","0",""
"82.2770004160702","0",""
"92.5800003809854","0",""
"102.872999897227","0",""
